# qx qy Re_RPA_total Im_RPA_total Re_chi0_total Im_chi0_total Re_xx Re_xz Re_zx Re_zz Re_xz_plus_zx Im_xx Im_xz Im_zx Im_zz Im_xz_plus_zx
-3.141592653590e+00 -5.890486225481e-01 1.440784279615e+00 -8.505424082972e-21 6.679605046024e-01 -1.565139617843e-21 5.969925289269e-01 5.922123717223e-02 5.922123717223e-02 7.253492763435e-01 1.184424743445e-01 1.601128987734e-21 -1.178762276927e-21 2.958364132828e-21 -1.188615492661e-20 1.779601855900e-21
-3.141592653590e+00 -4.908738521234e-01 1.292076718774e+00 -3.406613418814e-20 6.352016029282e-01 -7.925184127386e-21 5.932236219251e-01 3.322504083061e-02 3.322504083061e-02 6.324030151875e-01 6.645008166123e-02 4.798055595359e-21 -4.613143319537e-22 1.363422279572e-22 -3.853921767950e-20 -3.249721039965e-22
-3.141592653590e+00 -3.926990816987e-01 1.444495584610e+00 6.738477538474e-21 6.691245927410e-01 1.286207489435e-21 6.162844809758e-01 5.060474507893e-02 5.060474507893e-02 7.270016134761e-01 1.012094901579e-01 -1.483105793481e-21 -8.933190385575e-22 1.028437912467e-21 8.086464458046e-21 1.351188739095e-22
-3.141592653590e+00 -2.945243112740e-01 1.460343488230e+00 -1.625469458453e-20 6.731285619639e-01 -3.102627654096e-21 6.458521312786e-01 4.984372843626e-02 4.984372843626e-02 7.148039000786e-01 9.968745687251e-02 1.009834722561e-20 -3.358920123298e-21 -7.090070003806e-23 -2.292322098680e-20 -3.429820823336e-21
-3.141592653590e+00 -1.963495408494e-01 1.488440348743e+00 -3.011526409603e-20 6.792827562783e-01 -6.035952277877e-21 6.692682316927e-01 5.388263893190e-02 5.388263893190e-02 7.114068391861e-01 1.077652778638e-01 5.661742286626e-21 -2.765779959758e-21 -1.310318793163e-21 -3.170090762973e-20 -4.076098752921e-21
-3.141592653590e+00 -9.817477042468e-02 1.383680246540e+00 1.634328993282e-20 6.557194718821e-01 3.451267116674e-21 5.981396669261e-01 3.935067624942e-02 3.935067624942e-02 7.068392271148e-01 7.870135249885e-02 5.355886859406e-21 -5.412568786296e-21 -2.741279235915e-21 1.914125109563e-20 -8.153848022211e-21
-3.141592653590e+00 0.000000000000e+00 1.401017615509e+00 4.796461021980e-21 6.598322865231e-01 7.817528267029e-22 6.107747391714e-01 4.170591741985e-02 4.170591741985e-02 7.068310414983e-01 8.341183483970e-02 -5.626381594158e-21 1.190172501426e-21 -3.171103355640e-21 1.240377347035e-20 -1.980930854214e-21
-3.141592653590e+00 9.817477042468e-02 1.383680246540e+00 -2.158093210223e-20 6.557194718821e-01 -5.101093792592e-21 5.981396669261e-01 3.935067624942e-02 3.935067624942e-02 7.068392271148e-01 7.870135249885e-02 -1.158664583308e-20 -5.367181342080e-21 -5.085163683552e-21 4.580587565063e-22 -1.045234502563e-20
-3.141592653590e+00 1.963495408494e-01 1.488440348743e+00 2.644739870575e-20 6.792827562783e-01 5.398899613796e-21 6.692682316927e-01 5.388263893190e-02 5.388263893190e-02 7.114068391861e-01 1.077652778638e-01 4.039645290281e-21 4.028528887473e-22 1.900384244562e-22 2.181486210226e-20 5.928913132035e-22
-3.141592653590e+00 2.945243112740e-01 1.460343488230e+00 7.514088272065e-20 6.731285619639e-01 1.568760269779e-20 6.458521312786e-01 4.984372843626e-02 4.984372843626e-02 7.148039000786e-01 9.968745687251e-02 1.499814643321e-20 4.845374009762e-21 1.081210100103e-20 4.448526127665e-20 1.565747501079e-20
-3.141592653590e+00 3.926990816987e-01 1.444495584610e+00 -1.041119338044e-20 6.691245927410e-01 -1.600707475415e-21 6.162844809758e-01 5.060474507893e-02 5.060474507893e-02 7.270016134761e-01 1.012094901579e-01 1.026256024899e-20 2.338247830237e-21 3.342779409112e-21 -2.635478086877e-20 5.681027239350e-21
-3.141592653590e+00 4.908738521234e-01 1.292076718774e+00 4.288707345851e-21 6.352016029282e-01 9.701225115017e-22 5.932236219251e-01 3.322504083061e-02 3.322504083061e-02 6.324030151875e-01 6.645008166123e-02 -2.117802030219e-21 -2.706211092377e-22 -4.412237224924e-22 7.118354207800e-21 -7.118448317301e-22
-3.141592653590e+00 5.890486225481e-01 1.440784279615e+00 3.528049792672e-20 6.679605046024e-01 7.452514626900e-21 5.969925289269e-01 5.922123717223e-02 5.922123717223e-02 7.253492763435e-01 1.184424743445e-01 1.092155443478e-20 9.350500802367e-22 2.504393113730e-21 2.091950029797e-20 3.439443193967e-21
-3.141592653590e+00 6.872233929728e-01 1.414586698004e+00 1.651714539691e-21 6.632219283670e-01 3.811450757117e-22 6.183071577538e-01 5.521100710035e-02 5.521100710035e-02 6.858575260500e-01 1.104220142007e-01 2.448796189299e-21 -1.190153344477e-21 -6.103088712283e-22 1.003380566096e-21 -1.800462215705e-21
-3.141592653590e+00 7.853981633974e-01 1.438454903840e+00 -1.695318328988e-20 6.682326635923e-01 -3.304442557946e-21 6.110139486049e-01 6.652074045107e-02 6.652074045107e-02 6.943994743333e-01 1.330414809021e-01 7.137038683221e-21 -4.086745564882e-21 -5.363163067055e-22 -1.946716010151e-20 -4.623061871587e-21
-3.141592653590e+00 8.835729338221e-01 1.489530229700e+00 -1.048460441353e-20 6.792368424891e-01 -2.240301760981e-21 6.360505508104e-01 7.276865322563e-02 7.276865322563e-02 7.079423724388e-01 1.455373064513e-01 -4.065149163318e-21 -2.329408271954e-21 -4.838950094954e-21 7.489031166914e-22 -7.168358366908e-21
-3.141592653590e+00 9.817477042468e-01 1.517930727078e+00 4.286557004910e-21 6.851930100254e-01 7.507790930945e-22 6.459864308106e-01 8.164543297790e-02 8.164543297790e-02 7.086534303118e-01 1.632908659558e-01 -4.661602068854e-21 1.043993000311e-21 -2.003964559324e-22 8.104562529386e-21 8.435965443786e-22
-3.141592653590e+00 1.079922474671e+00 1.550815358004e+00 -8.492930428781e-21 6.917916971015e-01 -1.637920808483e-21 6.466142678690e-01 9.576070678367e-02 9.576070678367e-02 7.126796765673e-01 1.915214135673e-01 -1.674373800274e-22 2.141379608005e-23 -2.644466269159e-21 -5.702440575675e-21 -2.623052473079e-21
-3.141592653590e+00 1.178097245096e+00 1.603961012458e+00 -4.043220606434e-20 7.024255139353e-01 -7.587376166799e-21 6.840187911493e-01 1.004182183422e-01 1.004182183422e-01 7.191057846241e-01 2.008364366844e-01 3.013681229488e-21 -6.616028929823e-21 -6.257320186597e-21 -3.057253817740e-20 -1.287334911642e-20
-3.141592653590e+00 1.276272015521e+00 1.655716779602e+00 -4.516350263671e-20 7.122395775561e-01 -8.259113366187e-21 7.052516774437e-01 1.127424611275e-01 1.127424611275e-01 7.249801799028e-01 2.254849222551e-01 -1.258290496825e-22 -5.954627514099e-21 -2.898483318314e-21 -3.618456275461e-20 -8.853110832413e-21
-3.141592653590e+00 1.374446785946e+00 1.718033976122e+00 -9.302425347819e-20 7.235572335588e-01 -1.649640459306e-20 7.314523308384e-01 1.274175515204e-01 1.274175515204e-01 7.317465422428e-01 2.548351030408e-01 7.181414612726e-21 -9.575211296306e-21 -1.220220766599e-20 -7.842824912862e-20 -2.177741896230e-20
-3.141592653590e+00 1.472621556370e+00 1.787272335666e+00 6.658827592178e-20 7.355128610355e-01 1.143822160254e-20 7.642359869268e-01 1.426966780502e-01 1.426966780502e-01 7.376429926394e-01 2.853933561004e-01 -2.393640631286e-22 7.719086271631e-21 1.315883175034e-20 4.594972196294e-20 2.087791802197e-20
-3.141592653590e+00 1.570796326795e+00 1.887687425814e+00 -1.513630139711e-20 7.517618227224e-01 -2.316573831521e-21 8.132705267156e-01 1.635801898293e-01 1.635801898293e-01 7.472565194402e-01 3.271603796586e-01 -9.677110917159e-21 -2.815963449779e-21 -4.173129429330e-21 1.529902399158e-21 -6.989092879109e-21
-3.141592653590e+00 1.668971097220e+00 2.047240591046e+00 -5.543638248646e-20 7.750896311528e-01 -7.600718695093e-21 8.991794176465e-01 1.938959604358e-01 1.938959604358e-01 7.602692525284e-01 3.877919208716e-01 -2.912287000774e-20 -1.152181047996e-20 -1.285979624119e-20 -1.931905757580e-21 -2.438160672115e-20
-3.141592653590e+00 1.767145867644e+00 2.370760579560e+00 -1.995017924504e-20 8.142715044450e-01 -3.057834894964e-21 1.092662646865e+00 2.489228063763e-01 2.489228063763e-01 7.802523199425e-01 4.978456127527e-01 5.611177931917e-21 -3.082060804299e-21 -4.910542406832e-21 -1.756875396582e-20 -7.992603211131e-21
-3.141592653590e+00 1.865320638069e+00 2.279184793340e+00 1.795523024103e-20 8.043957353864e-01 1.952398479166e-21 1.033311408521e+00 2.319160261450e-01 2.319160261450e-01 7.820413325287e-01 4.638320522901e-01 1.889477693095e-20 -1.731330565009e-21 -2.565495996176e-21 3.357279871271e-21 -4.296826561185e-21
-3.141592653590e+00 1.963495408494e+00 2.200862487354e+00 -2.361724568104e-20 7.955664419069e-01 -4.137865496262e-21 9.741017912680e-01 2.191399366817e-01 2.191399366817e-01 7.884808227227e-01 4.382798733633e-01 2.638998319828e-20 -1.110257654187e-20 -7.787656262579e-21 -3.111699607487e-20 -1.889023280444e-20
-3.141592653590e+00 2.061670178918e+00 2.147547857009e+00 2.216284358950e-20 7.893659846691e-01 3.183780817264e-21 9.223395035956e-01 2.125665503150e-01 2.125665503150e-01 8.000752527831e-01 4.251331006299e-01 7.066832979716e-23 3.645276331922e-21 4.226920138600e-21 1.421997878918e-20 7.872196470522e-21
-3.141592653590e+00 2.159844949343e+00 2.110084848554e+00 -3.347270130258e-20 7.848520695149e-01 -4.567233121617e-21 8.676206772663e-01 2.125365151334e-01 2.125365151334e-01 8.173911410211e-01 4.250730302668e-01 -2.863713677683e-20 5.230676970995e-21 4.963993633666e-21 -1.503023513042e-20 1.019467060466e-20
-3.141592653590e+00 2.258019719768e+00 2.136021692289e+00 -1.428624516987e-20 7.885106005117e-01 -2.008622224090e-21 8.657004490166e-01 2.151824046199e-01 2.151824046199e-01 8.399564340325e-01 4.303648092399e-01 1.017807672838e-21 2.498701740721e-21 4.688719121006e-21 -2.249147370443e-20 7.187420861727e-21
-3.141592653590e+00 2.356194490192e+00 2.133700080172e+00 7.270383315366e-20 7.881191620208e-01 9.695429776775e-21 8.200525675619e-01 2.238044006017e-01 2.238044006017e-01 8.660387114065e-01 4.476088012035e-01 9.563028196945e-22 1.094610335534e-20 1.050613545160e-20 5.029529152703e-20 2.145223880693e-20
-3.141592653590e+00 2.454369260617e+00 2.166579329918e+00 6.173382107360e-20 7.922228833884e-01 7.804434842076e-21 8.035695127820e-01 2.325019871502e-01 2.325019871502e-01 8.980058428352e-01 4.650039743003e-01 5.197169377980e-22 5.063882868298e-21 4.892849150377e-21 5.125737211712e-20 9.956732018674e-21
-3.141592653590e+00 2.552544031042e+00 2.233841407672e+00 1.929572660003e-20 8.007319682673e-01 2.590485983605e-21 8.140062986213e-01 2.394206683278e-01 2.394206683278e-01 9.409937723954e-01 4.788413366557e-01 1.045047238169e-20 4.735468158782e-21 1.572512902024e-21 2.537273157531e-21 6.307981060806e-21
-3.141592653590e+00 2.650718801466e+00 2.306420650165e+00 -9.392269506239e-21 8.085415821673e-01 -1.006601661191e-21 7.822267078945e-01 2.642496015299e-01 2.642496015299e-01 9.956947392107e-01 5.284992030598e-01 -3.927792711112e-22 4.025843757295e-22 -3.386711041136e-22 -9.063403506744e-21 6.391327161594e-23
-3.141592653590e+00 2.748893571891e+00 2.443061062235e+00 -1.084320980720e-19 8.228381567450e-01 -1.115285158028e-20 7.710251808216e-01 2.968162106450e-01 2.968162106450e-01 1.078403460123e+00 5.936324212899e-01 -9.602241120687e-21 -1.333301232494e-20 -1.667035430738e-20 -6.882649031895e-20 -3.000336663232e-20
-3.141592653590e+00 2.847068342316e+00 2.683298867850e+00 -1.014760663203e-19 8.451732750188e-01 -9.303257143472e-21 7.719107713972e-01 3.456007779502e-01 3.456007779502e-01 1.220186540552e+00 6.912015559004e-01 -1.149257748013e-20 -1.860510081358e-20 -1.879548753139e-20 -5.258290049522e-20 -3.740058834497e-20
-3.141592653590e+00 2.945243112740e+00 3.502955866876e+00 -4.094375844379e-19 9.027595420591e-01 -2.309178311021e-20 8.168491284430e-01 5.054737804655e-01 5.054737804655e-01 1.675159177502e+00 1.010947560931e+00 -2.697589622265e-20 -8.632554920143e-20 -6.730371603956e-20 -2.288324229743e-19 -1.536292652410e-19
-3.141592653590e+00 3.043417883165e+00 2.900171132021e+00 -4.712016852888e-20 8.634102981096e-01 -3.416477281059e-21 7.789213903208e-01 3.990079677845e-01 3.990079677845e-01 1.323233806132e+00 7.980159355690e-01 6.932684871760e-22 -1.153173029510e-20 -7.441374916131e-21 -2.884033180482e-20 -1.897310521123e-20
-3.043417883165e+00 -3.141592653590e+00 2.900171132021e+00 8.225174651094e-20 8.634102981096e-01 6.092168011130e-21 7.789213903208e-01 3.990079677845e-01 3.990079677845e-01 1.323233806132e+00 7.980159355690e-01 -1.915173775226e-22 1.237886939544e-20 2.240577852249e-20 4.765861597053e-20 3.478464791793e-20
-3.043417883165e+00 -3.043417883165e+00 3.000873371537e+00 -5.407136107659e-20 8.709665225514e-01 -2.407418848262e-21 7.859532502769e-01 4.164712061980e-01 4.164712061980e-01 1.381977708864e+00 8.329424123960e-01 5.404519372366e-21 4.195731869149e-21 2.950796925056e-21 -6.662240924316e-20 7.146528794205e-21
-3.043417883165e+00 -2.945243112740e+00 3.454855510297e+00 2.011494055524e-19 9.000646115772e-01 1.276634276124e-20 8.149716075071e-01 4.954182227427e-01 4.954182227427e-01 1.649047457305e+00 9.908364454853e-01 1.490157605240e-20 5.372435486977e-20 5.278654125238e-20 7.973693337783e-20 1.065108961221e-19
-3.043417883165e+00 -2.847068342316e+00 2.787415431218e+00 -6.636646990614e-20 8.541119539475e-01 -4.370454725460e-21 7.794255268798e-01 3.643237281062e-01 3.643237281062e-01 1.279342448126e+00 7.286474562123e-01 5.001750216112e-21 -2.997750757820e-21 -6.115434081348e-21 -6.225503528309e-20 -9.113184839168e-21
-3.043417883165e+00 -2.748893571891e+00 2.532338588030e+00 -6.678904490969e-20 8.316684175566e-01 -7.126633577402e-21 7.761955540140e-01 3.107720838894e-01 3.107720838894e-01 1.134598866237e+00 6.215441677789e-01 -1.124834630111e-20 -1.560262484062e-20 -1.654873415729e-20 -2.338933961067e-20 -3.215135899791e-20
-3.043417883165e+00 -2.650718801466e+00 2.389654649332e+00 -1.761952901592e-20 8.178137638037e-01 -1.957319128436e-21 7.888326833979e-01 2.777072887183e-01 2.777072887183e-01 1.045407388498e+00 5.554145774366e-01 1.299058917869e-21 -8.354947781969e-21 -5.794266687030e-21 -4.769373464785e-21 -1.414921446900e-20
-3.043417883165e+00 -2.552544031042e+00 2.307878762086e+00 1.516321707151e-20 8.096261585487e-01 1.847020628222e-21 8.207559331817e-01 2.515776322308e-01 2.515776322308e-01 9.839675644431e-01 5.031552644615e-01 -1.313868155926e-21 7.252294815566e-21 8.682373944591e-21 5.424164672739e-22 1.593466876016e-20
-3.043417883165e+00 -2.454369260617e+00 2.225798224041e+00 -3.151117961704e-20 7.997356679198e-01 -4.439706574498e-21 8.095132193248e-01 2.419798323280e-01 2.419798323280e-01 9.323253400599e-01 4.839596646560e-01 -1.461264728226e-20 -1.234441335885e-20 -2.030565617320e-20 1.575153719727e-20 -3.265006953205e-20
-3.043417883165e+00 -2.356194490192e+00 2.181592464854e+00 1.623145869136e-19 7.944416995905e-01 2.090680255524e-20 8.255972640783e-01 2.310659311292e-01 2.310659311292e-01 8.938633385176e-01 4.621318622583e-01 4.836246760221e-22 3.057401879935e-20 3.377170480482e-20 9.748523863340e-20 6.434572360416e-20
-3.043417883165e+00 -2.258019719768e+00 2.179196884529e+00 5.781788634046e-21 7.943507107356e-01 7.744234758562e-22 8.722446414849e-01 2.214296417708e-01 2.214296417708e-01 8.640929595025e-01 4.428592835417e-01 -1.826327425284e-21 1.261314575949e-21 4.217521649935e-22 5.925049318388e-21 1.683066740942e-21
-3.043417883165e+00 -2.159844949343e+00 2.150344969386e+00 -1.637447101865e-20 7.904256449012e-01 -2.212740172643e-21 8.744022993209e-01 2.184060456524e-01 2.184060456524e-01 8.391305787604e-01 4.368120913047e-01 -5.732623794269e-21 2.329665029254e-21 -7.464322648014e-21 -5.507189605617e-21 -5.134657618760e-21
-3.043417883165e+00 -2.061670178918e+00 2.186642837155e+00 -5.305404276033e-21 7.947370078803e-01 -4.837920605959e-22 9.311740057323e-01 2.180705468644e-01 2.180705468644e-01 8.193277376940e-01 4.361410937287e-01 -8.355549871760e-21 -3.525336592312e-21 -5.156689017619e-21 1.173217120566e-20 -8.682025609932e-21
-3.043417883165e+00 -1.963495408494e+00 2.247960025172e+00 4.548275069741e-20 8.017006424840e-01 5.176734471485e-21 9.920954930118e-01 2.252603745006e-01 2.252603745006e-01 8.053437831589e-01 4.505207490012e-01 3.480342177974e-20 8.766373784993e-21 6.513975831457e-21 -4.601020698785e-21 1.528034961645e-20
-3.043417883165e+00 -1.865320638069e+00 2.397241519455e+00 3.562545691226e-19 8.177475498440e-01 3.860843577496e-20 1.102389825861e+00 2.478795407848e-01 2.478795407848e-01 7.990926120249e-01 4.957590815696e-01 2.089001570091e-19 5.191520058792e-20 5.061812245447e-20 4.482108907115e-20 1.025333230424e-19
-3.043417883165e+00 -1.767145867644e+00 2.273879986173e+00 2.673269471030e-20 8.041676697875e-01 3.969258279130e-21 1.019574130596e+00 2.327056492478e-01 2.327056492478e-01 7.888945570816e-01 4.654112984956e-01 -2.993104281684e-21 2.606962714549e-21 3.836947320849e-21 2.328188895659e-20 6.443910035398e-21
-3.043417883165e+00 -1.668971097220e+00 2.086181538820e+00 -6.483118205695e-20 7.806505725035e-01 -9.577049068422e-21 9.127603066430e-01 1.997844329450e-01 1.997844329450e-01 7.738523662869e-01 3.995688658899e-01 -7.288998963060e-21 -9.605885506389e-21 -1.096631409073e-20 -3.696998349677e-20 -2.057219959712e-20
-3.043417883165e+00 -1.570796326795e+00 1.900933029071e+00 4.873746665162e-20 7.538784857436e-01 7.992248966849e-21 8.178431719633e-01 1.643108087399e-01 1.643108087399e-01 7.544682396278e-01 3.286216174798e-01 -4.630589158518e-23 3.595849082766e-21 3.516660489641e-21 4.167126297080e-20 7.112509572407e-21
-3.043417883165e+00 -1.472621556370e+00 1.803823201466e+00 3.289959645639e-20 7.383178528882e-01 5.570937126310e-21 7.683485884271e-01 1.441763006120e-01 1.441763006120e-01 7.471220118153e-01 2.883526012240e-01 5.231144469057e-21 1.087321705034e-22 7.437010246154e-22 2.681601879222e-20 8.524331951188e-22
-3.043417883165e+00 -1.374446785946e+00 1.729262081760e+00 3.321148462074e-20 7.255389744774e-01 5.842767234652e-21 7.341736963428e-01 1.275177083408e-01 1.275177083408e-01 7.400529687359e-01 2.550354166816e-01 9.337844192963e-21 8.525534821967e-21 1.241870114846e-21 1.410623549096e-20 9.767404936812e-21
